message,timestamp,severity,tags,attributes
"yes
",2026-03-17T23:01:59.034696575Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.034696575Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking for cc option to enable C11 features... ,2026-03-17T23:01:59.034750076Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.034750076Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"none needed
",2026-03-17T23:01:59.058821304Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.058821304Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking how to run the C preprocessor... ,2026-03-17T23:01:59.059018926Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.059018926Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"cc -E
",2026-03-17T23:01:59.080412782Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.080412782Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking for icc... ,2026-03-17T23:01:59.099857972Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.099857972Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"no
",2026-03-17T23:01:59.107681738Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.107681738Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking for suncc... ,2026-03-17T23:01:59.108608737Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.108608737Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"no
",2026-03-17T23:01:59.116002777Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.116002777Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking for system library directory... ,2026-03-17T23:01:59.116944757Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.116944757Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"lib
",2026-03-17T23:01:59.11698095Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.11698095Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"checking if compiler supports -Wl,-rpath,... ",2026-03-17T23:01:59.116989362Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.116989362Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"yes
",2026-03-17T23:01:59.14877873Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.14877873Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking build system type... ,2026-03-17T23:01:59.152743012Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.152743012Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"x86_64-pc-linux-gnu
",2026-03-17T23:01:59.157006166Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.157006166Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking host system type... ,2026-03-17T23:01:59.157063349Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.157063349Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"x86_64-pc-linux-gnu
",2026-03-17T23:01:59.157118558Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.157118558Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking target system type... ,2026-03-17T23:01:59.157171312Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.157171312Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"x86_64-pc-linux-gnu
",2026-03-17T23:01:59.157206954Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.157206954Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"checking for PHP prefix... /usr/local
",2026-03-17T23:01:59.184266882Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.184266882Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking for PHP includes... ,2026-03-17T23:01:59.18427673Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.18427673Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"-I/usr/local/include/php -I/usr/local/include/php/main -I/usr/local/include/php/TSRM -I/usr/local/include/php/Zend -I/usr/local/include/php/ext -I/usr/local/include/php/ext/date/lib
",2026-03-17T23:01:59.184333876Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.184333876Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking for PHP extension directory... ,2026-03-17T23:01:59.184338896Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.184338896Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"/usr/local/lib/php/extensions/no-debug-zts-20220829
",2026-03-17T23:01:59.184358862Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.184358862Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking for PHP installed headers prefix... ,2026-03-17T23:01:59.184385236Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.184385236Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"/usr/local/include/php
",2026-03-17T23:01:59.184396775Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.184396775Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking if debug is enabled... ,2026-03-17T23:01:59.184437323Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.184437323Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"no
checking if zts is enabled... ",2026-03-17T23:01:59.202373498Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.202373498Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"yes
",2026-03-17T23:01:59.21551588Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.21551588Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking for gawk... ,2026-03-17T23:01:59.215729208Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.215729208Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"no
",2026-03-17T23:01:59.216008293Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.216008293Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking for nawk... ,2026-03-17T23:01:59.216016406Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.216016406Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"nawk
",2026-03-17T23:01:59.216266266Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.216266266Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking if nawk is broken... ,2026-03-17T23:01:59.216352918Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.216352918Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"no
",2026-03-17T23:01:59.217567029Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.217567029Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking for MySQL support for PDO... ,2026-03-17T23:01:59.217587302Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.217587302Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"yes, shared
",2026-03-17T23:01:59.217669022Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.217669022Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking for the location of libz... ,2026-03-17T23:01:59.217718823Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.217718823Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"no
",2026-03-17T23:01:59.217730559Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.217730559Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking for MySQL UNIX socket location... ,2026-03-17T23:01:59.218528742Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.218528742Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"
",2026-03-17T23:01:59.218567191Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.218567191Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking for PDO includes... ,2026-03-17T23:01:59.218615203Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.218615203Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"/usr/local/include/php/ext
",2026-03-17T23:01:59.218710527Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.218710527Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking for a sed that does not truncate output... ,2026-03-17T23:01:59.224818607Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.224818607Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"/usr/bin/sed
",2026-03-17T23:01:59.227518105Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.227518105Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking for ld used by cc... ,2026-03-17T23:01:59.227606512Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.227606512Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"/usr/bin/ld
checking if the linker (/usr/bin/ld) is GNU ld... ",2026-03-17T23:01:59.232101781Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.232101781Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"yes
checking for /usr/bin/ld option to reload object files... ",2026-03-17T23:01:59.234287145Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.234287145Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"-r
",2026-03-17T23:01:59.234358798Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.234358798Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking for BSD-compatible nm... ,2026-03-17T23:01:59.234444012Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.234444012Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"/usr/bin/nm -B
",2026-03-17T23:01:59.237318237Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.237318237Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking whether ln -s works... ,2026-03-17T23:01:59.237329228Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.237329228Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"yes
",2026-03-17T23:01:59.237361541Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.237361541Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking how to recognize dependent libraries... ,2026-03-17T23:01:59.237378793Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.237378793Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"pass_all
",2026-03-17T23:01:59.237689688Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.237689688Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking for stdio.h... ,2026-03-17T23:01:59.254520886Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.254520886Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"yes
",2026-03-17T23:01:59.26935949Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.26935949Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking for stdlib.h... ,2026-03-17T23:01:59.269469098Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.269469098Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"yes
",2026-03-17T23:01:59.286345531Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.286345531Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking for string.h... ,2026-03-17T23:01:59.28650483Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.28650483Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"yes
",2026-03-17T23:01:59.303764918Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.303764918Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking for inttypes.h... ,2026-03-17T23:01:59.303888542Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.303888542Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
"yes
",2026-03-17T23:01:59.322455929Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.322455929Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
checking for stdint.h... ,2026-03-17T23:01:59.322645246Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:59.322645246Z"",""type"":""log"",""vertex"":""sha256:6f387097c22fc1e9888a9468548ce09f1f6b5ff3eadedc61194bd56f3f9ad104""}"
